"","PAR","METHOD","NSIZE","COMMUNALITY","SPECIFICATION","MODERROR","est"
"1168","a","SS","100","Wide","Simple","e=0.03 (XL)",0.310206319061423
"1171","a","BS","200","Wide","Correct","e=0.03 (XL)",0.266986168754253
"1174","a","RS","200","Wide","Correct","e=0.03 (XL)",0.335254536858258
"1177","a","ILV","200","Wide","Correct","e=0.03 (XL)",0.300348689974577
"1180","a","SEM","200","Wide","Correct","e=0.03 (XL)",0.301302657753568
"1183","a","SS","200","Wide","Correct","e=0.03 (XL)",0.655020622752657
"1186","a","BS","200","Wide","Simple","e=0.03 (XL)",0.319171526325027
"1189","a","RS","200","Wide","Simple","e=0.03 (XL)",0.389173659005462
"1192","a","ILV","200","Wide","Simple","e=0.03 (XL)",0.352910105615901
"1195","a","SEM","200","Wide","Simple","e=0.03 (XL)",0.354196166507516
"1198","a","SS","200","Wide","Simple","e=0.03 (XL)",0.311079695932711
"1201","a","BS","300","Wide","Correct","e=0.03 (XL)",0.264365322105208
"1204","a","RS","300","Wide","Correct","e=0.03 (XL)",0.3324838566598
"1207","a","ILV","300","Wide","Correct","e=0.03 (XL)",0.298186773753885
"1210","a","SEM","300","Wide","Correct","e=0.03 (XL)",0.298608984138548
"1213","a","SS","300","Wide","Correct","e=0.03 (XL)",0.652410457719668
"1216","a","BS","300","Wide","Simple","e=0.03 (XL)",0.315878487651212
"1219","a","RS","300","Wide","Simple","e=0.03 (XL)",0.385413895043107
"1222","a","ILV","300","Wide","Simple","e=0.03 (XL)",0.349960808801496
"1225","a","SEM","300","Wide","Simple","e=0.03 (XL)",0.35066112069822
"1228","a","SS","300","Wide","Simple","e=0.03 (XL)",0.307446787757842
"1231","a","BS","400","Wide","Correct","e=0.03 (XL)",0.264302356789197
"1234","a","RS","400","Wide","Correct","e=0.03 (XL)",0.333157012532113
"1237","a","ILV","400","Wide","Correct","e=0.03 (XL)",0.298378774730038
"1240","a","SEM","400","Wide","Correct","e=0.03 (XL)",0.298887127567772
"1243","a","SS","400","Wide","Correct","e=0.03 (XL)",0.653135800403116
"1246","a","BS","400","Wide","Simple","e=0.03 (XL)",0.31642311367388
"1249","a","RS","400","Wide","Simple","e=0.03 (XL)",0.386695602932757
"1252","a","ILV","400","Wide","Simple","e=0.03 (XL)",0.351105151015397
"1255","a","SEM","400","Wide","Simple","e=0.03 (XL)",0.351548104750843
"1258","a","SS","400","Wide","Simple","e=0.03 (XL)",0.308757244727711
"1261","a","BS","30","Wide","Correct","e=0",0.263253543745226
"1264","a","RS","30","Wide","Correct","e=0",0.309388010145915
"1267","a","ILV","30","Wide","Correct","e=0",0.290067272651944
"1270","a","SEM","30","Wide","Correct","e=0",0.286900946434271
"1273","a","SS","30","Wide","Correct","e=0",0.25876136358622
"1276","a","BS","30","Wide","Simple","e=0",0.263253543745226
"1279","a","RS","30","Wide","Simple","e=0",0.309388010145915
"1282","a","ILV","30","Wide","Simple","e=0",0.290067272651944
"1285","a","SEM","30","Wide","Simple","e=0",0.286900946434271
"1288","a","SS","30","Wide","Simple","e=0",0.25876136358622
"1291","a","BS","60","Wide","Correct","e=0",0.265473809690737
"1294","a","RS","60","Wide","Correct","e=0",0.318827422004394
"1297","a","ILV","60","Wide","Correct","e=0",0.290127045353312
"1300","a","SEM","60","Wide","Correct","e=0",0.292637974325871
"1303","a","SS","60","Wide","Correct","e=0",0.252511564175903
"1306","a","BS","60","Wide","Simple","e=0",0.265473809690737
"1309","a","RS","60","Wide","Simple","e=0",0.318827422004394
"1312","a","ILV","60","Wide","Simple","e=0",0.290127045353312
"1315","a","SEM","60","Wide","Simple","e=0",0.292637974325871
"1318","a","SS","60","Wide","Simple","e=0",0.252511564175903
"1321","a","BS","100","Wide","Correct","e=0",0.270852333716983
"1324","a","RS","100","Wide","Correct","e=0",0.328169373654974
"1327","a","ILV","100","Wide","Correct","e=0",0.297405619380397
"1330","a","SEM","100","Wide","Correct","e=0",0.299759190033281
"1333","a","SS","100","Wide","Correct","e=0",0.2569392444121
"1336","a","BS","100","Wide","Simple","e=0",0.270852333716983
"1339","a","RS","100","Wide","Simple","e=0",0.328169373654974
"1342","a","ILV","100","Wide","Simple","e=0",0.297405619380397
"1345","a","SEM","100","Wide","Simple","e=0",0.299759190033281
"1348","a","SS","100","Wide","Simple","e=0",0.2569392444121
"1351","a","BS","200","Wide","Correct","e=0",0.271042727244793
"1354","a","RS","200","Wide","Correct","e=0",0.32975707564484
"1357","a","ILV","200","Wide","Correct","e=0",0.299478069002395
"1360","a","SEM","200","Wide","Correct","e=0",0.300621908642225
"1363","a","SS","200","Wide","Correct","e=0",0.256013675785442
"1366","a","BS","200","Wide","Simple","e=0",0.271042727244793
"1369","a","RS","200","Wide","Simple","e=0",0.32975707564484
"1372","a","ILV","200","Wide","Simple","e=0",0.299478069002395
"1375","a","SEM","200","Wide","Simple","e=0",0.300621908642225
"1378","a","SS","200","Wide","Simple","e=0",0.256013675785442
"1381","a","BS","300","Wide","Correct","e=0",0.26891063019924
"1384","a","RS","300","Wide","Correct","e=0",0.328074811483291
"1387","a","ILV","300","Wide","Correct","e=0",0.297620091008186
"1390","a","SEM","300","Wide","Correct","e=0",0.298694880908394
"1393","a","SS","300","Wide","Correct","e=0",0.254423292392625
"1396","a","BS","300","Wide","Simple","e=0",0.26891063019924
"1399","a","RS","300","Wide","Simple","e=0",0.328074811483291
"1402","a","ILV","300","Wide","Simple","e=0",0.297620091008186
"1405","a","SEM","300","Wide","Simple","e=0",0.298694880908394
"1408","a","SS","300","Wide","Simple","e=0",0.254423292392625
"1411","a","BS","400","Wide","Correct","e=0",0.26939049455647
"1414","a","RS","400","Wide","Correct","e=0",0.328660484048956
"1417","a","ILV","400","Wide","Correct","e=0",0.298671829414831
"1420","a","SEM","400","Wide","Correct","e=0",0.299204919518205
"1423","a","SS","400","Wide","Correct","e=0",0.2550750262793
"1426","a","BS","400","Wide","Simple","e=0",0.26939049455647
"1429","a","RS","400","Wide","Simple","e=0",0.328660484048956
"1432","a","ILV","400","Wide","Simple","e=0",0.298671829414831
"1435","a","SEM","400","Wide","Simple","e=0",0.299204919518205
"1438","a","SS","400","Wide","Simple","e=0",0.2550750262793
"1441","a","BS","30","Wide","Correct","e=0.03 (RC)",0.282922183003157
"1444","a","RS","30","Wide","Correct","e=0.03 (RC)",0.335027305154829
"1447","a","ILV","30","Wide","Correct","e=0.03 (RC)",0.309506796747932
"1450","a","SEM","30","Wide","Correct","e=0.03 (RC)",0.311124723216439
"1453","a","SS","30","Wide","Correct","e=0.03 (RC)",0.272581546471011
"1456","a","BS","30","Wide","Simple","e=0.03 (RC)",0.273624922832043
"1459","a","RS","30","Wide","Simple","e=0.03 (RC)",0.317624722994807
"1462","a","ILV","30","Wide","Simple","e=0.03 (RC)",0.301972499660395
"1465","a","SEM","30","Wide","Simple","e=0.03 (RC)",0.297666761972116
"1468","a","SS","30","Wide","Simple","e=0.03 (RC)",0.272581546471011
"1471","a","BS","60","Wide","Correct","e=0.03 (RC)",0.266600604104487
"1474","a","RS","60","Wide","Correct","e=0.03 (RC)",0.322325243988507
"1477","a","ILV","60","Wide","Correct","e=0.03 (RC)",0.293242808178127
"1480","a","SEM","60","Wide","Correct","e=0.03 (RC)",0.294607383065288
"1483","a","SS","60","Wide","Correct","e=0.03 (RC)",0.248838922099827
"1486","a","BS","60","Wide","Simple","e=0.03 (RC)",0.26249583851177
"1489","a","RS","60","Wide","Simple","e=0.03 (RC)",0.309239120933427
"1492","a","ILV","60","Wide","Simple","e=0.03 (RC)",0.284406415917714
"1495","a","SEM","60","Wide","Simple","e=0.03 (RC)",0.286063620098865
"1498","a","SS","60","Wide","Simple","e=0.03 (RC)",0.248838922099827
"1501","a","BS","100","Wide","Correct","e=0.03 (RC)",0.265756797050805
"1504","a","RS","100","Wide","Correct","e=0.03 (RC)",0.324927117132925
"1507","a","ILV","100","Wide","Correct","e=0.03 (RC)",0.293365721725386
"1510","a","SEM","100","Wide","Correct","e=0.03 (RC)",0.29546937465128
"1513","a","SS","100","Wide","Correct","e=0.03 (RC)",0.248624328217826
"1516","a","BS","100","Wide","Simple","e=0.03 (RC)",0.262458622047085
"1519","a","RS","100","Wide","Simple","e=0.03 (RC)",0.310716577902838
"1522","a","ILV","100","Wide","Simple","e=0.03 (RC)",0.284663141580711
"1525","a","SEM","100","Wide","Simple","e=0.03 (RC)",0.286738120044589
"1528","a","SS","100","Wide","Simple","e=0.03 (RC)",0.248624328217826
"1531","a","BS","200","Wide","Correct","e=0.03 (RC)",0.266919957819899
"1534","a","RS","200","Wide","Correct","e=0.03 (RC)",0.330190531406508
"1537","a","ILV","200","Wide","Correct","e=0.03 (RC)",0.297122183913737
"1540","a","SEM","200","Wide","Correct","e=0.03 (RC)",0.298714732271207
"1543","a","SS","200","Wide","Correct","e=0.03 (RC)",0.250816840176324
"1546","a","BS","200","Wide","Simple","e=0.03 (RC)",0.265052543779433
"1549","a","RS","200","Wide","Simple","e=0.03 (RC)",0.315238312657998
"1552","a","ILV","200","Wide","Simple","e=0.03 (RC)",0.289521450660435
"1555","a","SEM","200","Wide","Simple","e=0.03 (RC)",0.290279434340933
"1558","a","SS","200","Wide","Simple","e=0.03 (RC)",0.250816840176324
"1561","a","BS","300","Wide","Correct","e=0.03 (RC)",0.267555104525583
"1564","a","RS","300","Wide","Correct","e=0.03 (RC)",0.332671298445918
"1567","a","ILV","300","Wide","Correct","e=0.03 (RC)",0.298888562342945
"1570","a","SEM","300","Wide","Correct","e=0.03 (RC)",0.300318993044139
"1573","a","SS","300","Wide","Correct","e=0.03 (RC)",0.251503221702929
"1576","a","BS","300","Wide","Simple","e=0.03 (RC)",0.265991535963659
"1579","a","RS","300","Wide","Simple","e=0.03 (RC)",0.316599759736258
"1582","a","ILV","300","Wide","Simple","e=0.03 (RC)",0.290364836061274
"1585","a","SEM","300","Wide","Simple","e=0.03 (RC)",0.291434128762451
"1588","a","SS","300","Wide","Simple","e=0.03 (RC)",0.251503221702929
"1591","a","BS","400","Wide","Correct","e=0.03 (RC)",0.26861691182795
"1594","a","RS","400","Wide","Correct","e=0.03 (RC)",0.334839331149835
"1597","a","ILV","400","Wide","Correct","e=0.03 (RC)",0.300677993831283
"1600","a","SEM","400","Wide","Correct","e=0.03 (RC)",0.301913438075659
"1603","a","SS","400","Wide","Correct","e=0.03 (RC)",0.253708505744347
"1606","a","BS","400","Wide","Simple","e=0.03 (RC)",0.267234399501451
"1609","a","RS","400","Wide","Simple","e=0.03 (RC)",0.318391572784953
"1612","a","ILV","400","Wide","Simple","e=0.03 (RC)",0.292637142240001
"1615","a","SEM","400","Wide","Simple","e=0.03 (RC)",0.29293476073839
"1618","a","SS","400","Wide","Simple","e=0.03 (RC)",0.253708505744347
"1621","a","BS","30","Wide","Correct","e=0.09 (RC)",0.28418598693268
"1624","a","RS","30","Wide","Correct","e=0.09 (RC)",0.345381551816768
"1627","a","ILV","30","Wide","Correct","e=0.09 (RC)",0.306899524486888
"1630","a","SEM","30","Wide","Correct","e=0.09 (RC)",0.315942866106951
"1633","a","SS","30","Wide","Correct","e=0.09 (RC)",0.266094563754749
"1636","a","BS","30","Wide","Simple","e=0.09 (RC)",0.266083862341292
"1639","a","RS","30","Wide","Simple","e=0.09 (RC)",0.295173039783814
"1642","a","ILV","30","Wide","Simple","e=0.09 (RC)",0.289414382874715
"1645","a","SEM","30","Wide","Simple","e=0.09 (RC)",0.280758194392414
"1648","a","SS","30","Wide","Simple","e=0.09 (RC)",0.266094563754749
"1651","a","BS","60","Wide","Correct","e=0.09 (RC)",0.271663993922432
"1654","a","RS","60","Wide","Correct","e=0.09 (RC)",0.340076778865687
"1657","a","ILV","60","Wide","Correct","e=0.09 (RC)",0.302785979115396
"1660","a","SEM","60","Wide","Correct","e=0.09 (RC)",0.306286125146215
"1663","a","SS","60","Wide","Correct","e=0.09 (RC)",0.254923873205379
"1666","a","BS","60","Wide","Simple","e=0.09 (RC)",0.259403025494128
"1669","a","RS","60","Wide","Simple","e=0.09 (RC)",0.289557453241018
"1672","a","ILV","60","Wide","Simple","e=0.09 (RC)",0.27586935021726
"1675","a","SEM","60","Wide","Simple","e=0.09 (RC)",0.274514687829264
"1678","a","SS","60","Wide","Simple","e=0.09 (RC)",0.254923873205379
"1681","a","BS","100","Wide","Correct","e=0.09 (RC)",0.263926719871607
"1684","a","RS","100","Wide","Correct","e=0.09 (RC)",0.332025184179268
"1687","a","ILV","100","Wide","Correct","e=0.09 (RC)",0.294121597045524
"1690","a","SEM","100","Wide","Correct","e=0.09 (RC)",0.298272302380833
"1693","a","SS","100","Wide","Correct","e=0.09 (RC)",0.24366925384058
"1696","a","BS","100","Wide","Simple","e=0.09 (RC)",0.254560570550772
"1699","a","RS","100","Wide","Simple","e=0.09 (RC)",0.284145846760206
"1702","a","ILV","100","Wide","Simple","e=0.09 (RC)",0.268777288870465
"1705","a","SEM","100","Wide","Simple","e=0.09 (RC)",0.269409633077221
"1708","a","SS","100","Wide","Simple","e=0.09 (RC)",0.24366925384058
"1711","a","BS","200","Wide","Correct","e=0.09 (RC)",0.262923530457627
"1714","a","RS","200","Wide","Correct","e=0.09 (RC)",0.336986484144488
"1717","a","ILV","200","Wide","Correct","e=0.09 (RC)",0.29794085581805
"1720","a","SEM","200","Wide","Correct","e=0.09 (RC)",0.300154077941045
"1723","a","SS","200","Wide","Correct","e=0.09 (RC)",0.244959150786521
"1726","a","BS","200","Wide","Simple","e=0.09 (RC)",0.254678605000867
"1729","a","RS","200","Wide","Simple","e=0.09 (RC)",0.285234441282185
"1732","a","ILV","200","Wide","Simple","e=0.09 (RC)",0.269615517417472
"1735","a","SEM","200","Wide","Simple","e=0.09 (RC)",0.269991197398682
"1738","a","SS","200","Wide","Simple","e=0.09 (RC)",0.244959150786521
"1741","a","BS","300","Wide","Correct","e=0.09 (RC)",0.26179520084076
"1744","a","RS","300","Wide","Correct","e=0.09 (RC)",0.336464104530966
"1747","a","ILV","300","Wide","Correct","e=0.09 (RC)",0.297856941520572
"1750","a","SEM","300","Wide","Correct","e=0.09 (RC)",0.299397333063417
"1753","a","SS","300","Wide","Correct","e=0.09 (RC)",0.244263912911066
"1756","a","BS","300","Wide","Simple","e=0.09 (RC)",0.254833432363025
"1759","a","RS","300","Wide","Simple","e=0.09 (RC)",0.285662724566132
"1762","a","ILV","300","Wide","Simple","e=0.09 (RC)",0.270099823898896
"1765","a","SEM","300","Wide","Simple","e=0.09 (RC)",0.270289395654393
"1768","a","SS","300","Wide","Simple","e=0.09 (RC)",0.244263912911066
"1771","a","BS","400","Wide","Correct","e=0.09 (RC)",0.262523872436364
"1774","a","RS","400","Wide","Correct","e=0.09 (RC)",0.338183763091431
"1777","a","ILV","400","Wide","Correct","e=0.09 (RC)",0.298896989524916
"1780","a","SEM","400","Wide","Correct","e=0.09 (RC)",0.30060664200738
"1783","a","SS","400","Wide","Correct","e=0.09 (RC)",0.244621156521643
"1786","a","BS","400","Wide","Simple","e=0.09 (RC)",0.255449777147509
"1789","a","RS","400","Wide","Simple","e=0.09 (RC)",0.286560714496043
"1792","a","ILV","400","Wide","Simple","e=0.09 (RC)",0.270682400681114
"1795","a","SEM","400","Wide","Simple","e=0.09 (RC)",0.271040608055415
"1798","a","SS","400","Wide","Simple","e=0.09 (RC)",0.244621156521643
"1801","a","BS","30","High","Correct","e=0.09 (XL)",0.267685845433849
"1804","a","RS","30","High","Correct","e=0.09 (XL)",0.307433639994672
"1807","a","ILV","30","High","Correct","e=0.09 (XL)",0.288667217028594
"1810","a","SEM","30","High","Correct","e=0.09 (XL)",0.287735013274364
"1813","a","SS","30","High","Correct","e=0.09 (XL)",0.699212227302659
"1816","a","BS","30","High","Simple","e=0.09 (XL)",0.379386802039375
"1819","a","RS","30","High","Simple","e=0.09 (XL)",0.422782750678625
"1822","a","ILV","30","High","Simple","e=0.09 (XL)",0.398701348498973
"1825","a","SEM","30","High","Simple","e=0.09 (XL)",0.401192707806059
"1828","a","SS","30","High","Simple","e=0.09 (XL)",0.389166702341255
"1831","a","BS","60","High","Correct","e=0.09 (XL)",0.273102554942549
"1834","a","RS","60","High","Correct","e=0.09 (XL)",0.316800362792394
"1837","a","ILV","60","High","Correct","e=0.09 (XL)",0.294619067760035
"1840","a","SEM","60","High","Correct","e=0.09 (XL)",0.295075450118152
"1843","a","SS","60","High","Correct","e=0.09 (XL)",0.704702014773589
"1846","a","BS","60","High","Simple","e=0.09 (XL)",0.385991537857589
"1849","a","RS","60","High","Simple","e=0.09 (XL)",0.43345551331043
"1852","a","ILV","60","High","Simple","e=0.09 (XL)",0.407706087324001
"1855","a","SEM","60","High","Simple","e=0.09 (XL)",0.409709956131106
"1858","a","SS","60","High","Simple","e=0.09 (XL)",0.392736403576165
"1861","a","BS","100","High","Correct","e=0.09 (XL)",0.272479084938065
"1864","a","RS","100","High","Correct","e=0.09 (XL)",0.317361491372833
"1867","a","ILV","100","High","Correct","e=0.09 (XL)",0.294680399352428
"1870","a","SEM","100","High","Correct","e=0.09 (XL)",0.295007588236059
"1873","a","SS","100","High","Correct","e=0.09 (XL)",0.702570763878646
"1876","a","BS","100","High","Simple","e=0.09 (XL)",0.384954042395229
"1879","a","RS","100","High","Simple","e=0.09 (XL)",0.433335739069557
"1882","a","ILV","100","High","Simple","e=0.09 (XL)",0.408490196734596
"1885","a","SEM","100","High","Simple","e=0.09 (XL)",0.409088424888966
"1888","a","SS","100","High","Simple","e=0.09 (XL)",0.390847495038104
"1891","a","BS","200","High","Correct","e=0.09 (XL)",0.275129720665701
"1894","a","RS","200","High","Correct","e=0.09 (XL)",0.321108234168602
"1897","a","ILV","200","High","Correct","e=0.09 (XL)",0.297878095719336
"1900","a","SEM","200","High","Correct","e=0.09 (XL)",0.298207779517013
"1903","a","SS","200","High","Correct","e=0.09 (XL)",0.702025312140805
"1906","a","BS","200","High","Simple","e=0.09 (XL)",0.386343815861674
"1909","a","RS","200","High","Simple","e=0.09 (XL)",0.435613195998258
"1912","a","ILV","200","High","Simple","e=0.09 (XL)",0.410516471552547
"1915","a","SEM","200","High","Simple","e=0.09 (XL)",0.410907510441313
"1918","a","SS","200","High","Simple","e=0.09 (XL)",0.390174624384004
"1921","a","BS","300","High","Correct","e=0.09 (XL)",0.276045973359138
"1924","a","RS","300","High","Correct","e=0.09 (XL)",0.322798662254058
"1927","a","ILV","300","High","Correct","e=0.09 (XL)",0.299198237946128
"1930","a","SEM","300","High","Correct","e=0.09 (XL)",0.299499297825909
"1933","a","SS","300","High","Correct","e=0.09 (XL)",0.703106567885937
"1936","a","BS","300","High","Simple","e=0.09 (XL)",0.388529418185517
"1939","a","RS","300","High","Simple","e=0.09 (XL)",0.438648776243772
"1942","a","ILV","300","High","Simple","e=0.09 (XL)",0.41323218163982
"1945","a","SEM","300","High","Simple","e=0.09 (XL)",0.413507901772158
"1948","a","SS","300","High","Simple","e=0.09 (XL)",0.392223562653348
"1951","a","BS","400","High","Correct","e=0.09 (XL)",0.278499335072241
"1954","a","RS","400","High","Correct","e=0.09 (XL)",0.325735922990202
"1957","a","ILV","400","High","Correct","e=0.09 (XL)",0.301998709758993
"1960","a","SEM","400","High","Correct","e=0.09 (XL)",0.302193141955173
"1963","a","SS","400","High","Correct","e=0.09 (XL)",0.70466541486105
"1966","a","BS","400","High","Simple","e=0.09 (XL)",0.390663286095686
"1969","a","RS","400","High","Simple","e=0.09 (XL)",0.441192100510408
"1972","a","ILV","400","High","Simple","e=0.09 (XL)",0.41557988430473
"1975","a","SEM","400","High","Simple","e=0.09 (XL)",0.415844337250365
"1978","a","SS","400","High","Simple","e=0.09 (XL)",0.394423380363526
"1981","a","BS","30","High","Correct","e=0.03 (XL)",0.269776778295897
"1984","a","RS","30","High","Correct","e=0.03 (XL)",0.30245594109083
"1987","a","ILV","30","High","Correct","e=0.03 (XL)",0.285596726153299
"1990","a","SEM","30","High","Correct","e=0.03 (XL)",0.286303371215824
"1993","a","SS","30","High","Correct","e=0.03 (XL)",0.674859519799551
"1996","a","BS","30","High","Simple","e=0.03 (XL)",0.305129248396937
"1999","a","RS","30","High","Simple","e=0.03 (XL)",0.338760301457138
"2002","a","ILV","30","High","Simple","e=0.03 (XL)",0.31915515341575
"2005","a","SEM","30","High","Simple","e=0.03 (XL)",0.322103173089632
"2008","a","SS","30","High","Simple","e=0.03 (XL)",0.307969691287348
"2011","a","BS","60","High","Correct","e=0.03 (XL)",0.275627052987518
"2014","a","RS","60","High","Correct","e=0.03 (XL)",0.312194211987684
"2017","a","ILV","60","High","Correct","e=0.03 (XL)",0.293695805712684
"2020","a","SEM","60","High","Correct","e=0.03 (XL)",0.294028362727471
"2023","a","SS","60","High","Correct","e=0.03 (XL)",0.67506119074924
"2026","a","BS","60","High","Simple","e=0.03 (XL)",0.31154218899032
"2029","a","RS","60","High","Simple","e=0.03 (XL)",0.348306112783732
"2032","a","ILV","60","High","Simple","e=0.03 (XL)",0.328937604677565
"2035","a","SEM","60","High","Simple","e=0.03 (XL)",0.330000020677907
"2038","a","SS","60","High","Simple","e=0.03 (XL)",0.312604655134449
"2041","a","BS","100","High","Correct","e=0.03 (XL)",0.280570205309238
"2044","a","RS","100","High","Correct","e=0.03 (XL)",0.319169950952097
"2047","a","ILV","100","High","Correct","e=0.03 (XL)",0.299707524177867
"2050","a","SEM","100","High","Correct","e=0.03 (XL)",0.299973704519748
"2053","a","SS","100","High","Correct","e=0.03 (XL)",0.679674000006172
"2056","a","BS","100","High","Simple","e=0.03 (XL)",0.316626572118307
"2059","a","RS","100","High","Simple","e=0.03 (XL)",0.355161361912906
"2062","a","ILV","100","High","Simple","e=0.03 (XL)",0.335348348792792
"2065","a","SEM","100","High","Simple","e=0.03 (XL)",0.335950652188478
"2068","a","SS","100","High","Simple","e=0.03 (XL)",0.318064617379778
"2071","a","BS","200","High","Correct","e=0.03 (XL)",0.280397433937876
"2074","a","RS","200","High","Correct","e=0.03 (XL)",0.319571434059044
"2077","a","ILV","200","High","Correct","e=0.03 (XL)",0.299835646100032
"2080","a","SEM","200","High","Correct","e=0.03 (XL)",0.300076346394077
"2083","a","SS","200","High","Correct","e=0.03 (XL)",0.67910383986178
"2086","a","BS","200","High","Simple","e=0.03 (XL)",0.31668048956901
"2089","a","RS","200","High","Simple","e=0.03 (XL)",0.35559218253715
"2092","a","ILV","200","High","Simple","e=0.03 (XL)",0.335795915622901
"2095","a","SEM","200","High","Simple","e=0.03 (XL)",0.336179168925921
"2098","a","SS","200","High","Simple","e=0.03 (XL)",0.317533090473906
"2101","a","BS","300","High","Correct","e=0.03 (XL)",0.278456987380331
"2104","a","RS","300","High","Correct","e=0.03 (XL)",0.317893643236883
"2107","a","ILV","300","High","Correct","e=0.03 (XL)",0.298035265230016
"2110","a","SEM","300","High","Correct","e=0.03 (XL)",0.298262852346195
"2113","a","SS","300","High","Correct","e=0.03 (XL)",0.678116349261836
"2116","a","BS","300","High","Simple","e=0.03 (XL)",0.315022294536895
"2119","a","RS","300","High","Simple","e=0.03 (XL)",0.35413561295384
"2122","a","ILV","300","High","Simple","e=0.03 (XL)",0.334441086288951
"2125","a","SEM","300","High","Simple","e=0.03 (XL)",0.334616782761134
"2128","a","SS","300","High","Simple","e=0.03 (XL)",0.315651839729177
"2131","a","BS","400","High","Correct","e=0.03 (XL)",0.278903823220001
"2134","a","RS","400","High","Correct","e=0.03 (XL)",0.318609921764659
"2137","a","ILV","400","High","Correct","e=0.03 (XL)",0.29863579141875
"2140","a","SEM","400","High","Correct","e=0.03 (XL)",0.298833112975327
"2143","a","SS","400","High","Correct","e=0.03 (XL)",0.679584913398088
"2146","a","BS","400","High","Simple","e=0.03 (XL)",0.315342077842583
"2149","a","RS","400","High","Simple","e=0.03 (XL)",0.354749796964041
"2152","a","ILV","400","High","Simple","e=0.03 (XL)",0.3349890742333
"2155","a","SEM","400","High","Simple","e=0.03 (XL)",0.335072845836439
"2158","a","SS","400","High","Simple","e=0.03 (XL)",0.316923498006095
"2161","a","BS","30","High","Correct","e=0",0.277252458173772
"2164","a","RS","30","High","Correct","e=0",0.307722161088609
"2167","a","ILV","30","High","Correct","e=0",0.290395209061067
"2170","a","SEM","30","High","Correct","e=0",0.292664171250718
"2173","a","SS","30","High","Correct","e=0",0.276648476250336
"2176","a","BS","30","High","Simple","e=0",0.277252458173772
"2179","a","RS","30","High","Simple","e=0",0.307722161088609
"2182","a","ILV","30","High","Simple","e=0",0.290395209061067
"2185","a","SEM","30","High","Simple","e=0",0.292664171250718
"2188","a","SS","30","High","Simple","e=0",0.276648476250336
"2191","a","BS","60","High","Correct","e=0",0.27865092251648
"2194","a","RS","60","High","Correct","e=0",0.311827750954233
"2197","a","ILV","60","High","Correct","e=0",0.294131186068007
"2200","a","SEM","60","High","Correct","e=0",0.295366763935878
"2203","a","SS","60","High","Correct","e=0",0.277946336520376
"2206","a","BS","60","High","Simple","e=0",0.27865092251648
"2209","a","RS","60","High","Simple","e=0",0.311827750954233
"2212","a","ILV","60","High","Simple","e=0",0.294131186068007
"2215","a","SEM","60","High","Simple","e=0",0.295366763935878
"2218","a","SS","60","High","Simple","e=0",0.277946336520376
"2221","a","BS","100","High","Correct","e=0",0.279504829607256
"2224","a","RS","100","High","Correct","e=0",0.313831986094515
"2227","a","ILV","100","High","Correct","e=0",0.296030395603125
"2230","a","SEM","100","High","Correct","e=0",0.296776207023812
"2233","a","SS","100","High","Correct","e=0",0.278358846777295
"2236","a","BS","100","High","Simple","e=0",0.279504829607256
"2239","a","RS","100","High","Simple","e=0",0.313831986094515
"2242","a","ILV","100","High","Simple","e=0",0.296030395603125
"2245","a","SEM","100","High","Simple","e=0",0.296776207023812
"2248","a","SS","100","High","Simple","e=0",0.278358846777295
"2251","a","BS","200","High","Correct","e=0",0.280819128294994
"2254","a","RS","200","High","Correct","e=0",0.315987461209218
"2257","a","ILV","200","High","Correct","e=0",0.298159172034176
"2260","a","SEM","200","High","Correct","e=0",0.298494386982544
"2263","a","SS","200","High","Correct","e=0",0.278888152096448
"2266","a","BS","200","High","Simple","e=0",0.280819128294994
"2269","a","RS","200","High","Simple","e=0",0.315987461209218
"2272","a","ILV","200","High","Simple","e=0",0.298159172034176
"2275","a","SEM","200","High","Simple","e=0",0.298494386982544
"2278","a","SS","200","High","Simple","e=0",0.278888152096448
"2281","a","BS","300","High","Correct","e=0",0.28246814932341
"2284","a","RS","300","High","Correct","e=0",0.317989930139733
"2287","a","ILV","300","High","Correct","e=0",0.300034981015026
"2290","a","SEM","300","High","Correct","e=0",0.300314647748927
"2293","a","SS","300","High","Correct","e=0",0.28079524684206
"2296","a","BS","300","High","Simple","e=0",0.28246814932341
"2299","a","RS","300","High","Simple","e=0",0.317989930139733
"2302","a","ILV","300","High","Simple","e=0",0.300034981015026
"2305","a","SEM","300","High","Simple","e=0",0.300314647748927
"2308","a","SS","300","High","Simple","e=0",0.28079524684206
"2311","a","BS","400","High","Correct","e=0",0.282846641591151
"2314","a","RS","400","High","Correct","e=0",0.318473770287311
"2317","a","ILV","400","High","Correct","e=0",0.300550466598467
"2320","a","SEM","400","High","Correct","e=0",0.300743349396405
"2323","a","SS","400","High","Correct","e=0",0.281206398886193
"2326","a","BS","400","High","Simple","e=0",0.282846641591151
"2329","a","RS","400","High","Simple","e=0",0.318473770287311
"2332","a","ILV","400","High","Simple","e=0",0.300550466598467
"2335","a","SEM","400","High","Simple","e=0",0.300743349396405
"2338","a","SS","400","High","Simple","e=0",0.281206398886193
"2341","a","BS","30","High","Correct","e=0.03 (RC)",0.283549667774946
"2344","a","RS","30","High","Correct","e=0.03 (RC)",0.313714073351399
"2347","a","ILV","30","High","Correct","e=0.03 (RC)",0.295122330899285
